"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",1.60561399658202,1.32788802313,0.500416811520367,0.532226069336339,0.0897056432102057,1.76894302250968,-0.122878266215488,1.02771858221996,0.655932761663333,1.13048902018388,-1.67830558266473,0.69195329921251,1.69333491807511,0.103990512019957,0.997980609155245,0.274307187298403,0.201439806750872,0.111142593154712,-1.74425680238046,-0.665995438401438,-1.72523379094703,-1.45656183415563,-1.26963904851064,-2.69436554689257,-1.27379616284745,0.0556703897984344,-0.567090882641613,-1.03610279771069,-0.930180981179423,-0.301975172277311
"2",-1.70442066215977,-1.02037367240826,-0.443029984689298,-0.053947695955668,-1.05726387943334,-0.344164406712812,-0.656811090642697,-0.964902039162345,-1.55495201974839,0.493366902109178,-0.247549447916528,-0.562072573907634,-1.60690610261312,-0.176526221261684,-1.38649816227943,-1.67557365667156,-0.513213245374213,-2.50267896365222,-1.40962619214489,0.453156992523643,-0.654164492396319,-0.0984013654280652,2.08734407333792,-0.849739469500374,-0.10781919814511,0.271540108131241,0.678360815740522,-0.387106154931498,0.0417155555066455,1.35484888630454
"3",0.364831997673353,0.18384815755201,-0.167999940103701,1.43501879930497,-0.238335754078564,0.941176242854856,0.658639432208118,-1.16514598728777,-0.547224915281808,-0.0149661522473449,-1.43626552409739,0.814465345436614,-0.675523339640157,1.34975835142075,0.323953331637209,1.34456098263291,0.674320837366229,-0.628574032296732,-0.290124889670634,2.18824617942389,1.07886659125496,2.11211922590164,1.09189185714742,-0.0914323380752482,-0.465045301859649,-0.83590603632586,0.646084754362471,1.56955665692968,0.104572194645143,0.322748652444447
"4",-0.851385076960183,0.0600762141557483,-0.217219973100035,-0.381866952255793,-0.531341227400243,-0.299547547517304,-2.67206057674831,-1.74297072807036,-1.78146826950507,-1.6949321257892,-1.48823555174426,-2.35978421762205,-1.42523115744064,-2.31873739896776,-2.04778933448549,-1.31588106156213,-1.85291111513225,0.932872047748898,-0.40461551485758,-0.37375196797256,-2.71563283074605,-0.153253439883834,0.42285575743595,-1.6697912109501,0.285273911966156,2.28501402097291,-0.528508979268625,-0.879868771199478,1.54470716086189,0.389038097859006
"5",0.197560570701031,1.25887032214696,-0.036792627124041,0.818856792675609,-0.317831066569114,0.4259090622133,-1.029284957004,-0.717233881103893,-0.129078701064304,-0.491869094923499,-1.04225440386041,-2.1145487903185,-1.34701797780486,-1.37757916960919,-0.929034359076222,-0.227426360010756,-0.887795315722309,-1.08149048538191,-0.516683126646362,-1.19107886352432,-2.95241988965646,-0.843832594463599,-0.0550258279245969,-2.41697492067185,-0.438478423566577,0.634955666133722,0.0124615722072526,-1.32135221721145,-0.466043902338504,-0.246619120453701
"6",0.394380611219323,-0.276315633531362,-0.545199101521363,0.0674169144529878,0.348323725692583,1.28098190429382,1.45609633662367,1.09653968640901,-0.695170947728387,0.872202333749483,0.671105218645263,1.48789690132919,0.877044572733097,1.02367764859874,1.6436864507131,1.96219495365209,-0.587206930137111,0.648940665811104,-1.06218548199461,-0.740875039592314,-0.0180428415233839,-0.237567756050329,0.177741487165138,1.47366843427004,-0.843004748155829,-1.22171737502361,-0.924144504043746,0.637088228469848,-0.772528401475064,-0.71433803406783
"7",-0.416716649719906,-1.61387185193178,-0.724260012849537,-0.0568968105884738,-1.3627024660235,0.428535042725645,-0.766546740594291,0.392551779973364,-0.614305776956421,0.416661209178476,-0.498143437260747,0.71720340150755,-1.10449514894098,0.716055555914765,-0.952966615352577,1.67558791817271,1.82665616599059,1.00099736932993,0.501484550392769,0.368134991164743,-0.834638554553797,0.763480794895558,0.251098780585372,-0.531690381719425,0.617653471493787,-0.213687643308964,-0.391589347005333,-0.716727074106246,-0.384099543931556,0.563349346248046
"8",-0.568857616206347,0.623681829026585,0.150513487342244,0.350472544676117,-0.886502793398388,0.133201197155282,-1.25833659619006,-0.677882544955352,-0.467579313777466,-0.470252584223303,-0.978919708587819,-0.493040024191471,-0.0775160335236667,-0.307774861559204,0.0192198704459097,-1.12318723819828,-1.3779974427786,-0.463764348305013,0.0371762205375005,0.27288523622217,-1.03508187134815,0.70082004728088,0.972218997286201,0.298877808581118,0.11118181598155,1.93712263469838,-0.0101462905825271,0.903963535509913,1.0293946142552,1.09053431597972
"9",0.0102922291096664,1.73420229343956,-0.120269971124872,1.29499927259275,-0.38565004843571,1.09881946758902,-1.20095201287136,0.414151456636917,1.27665074905154,0.862416577826099,0.812546541668544,-0.71688285432848,-0.262959772885877,1.36086006723897,1.02112486327031,-0.762608619318212,-0.230356834717638,0.545620644386159,-0.440935504450439,-0.559759692944744,-1.41087690625168,-0.23506644294963,-0.0892878751840861,-0.779609318771845,0.358766614530301,0.0282289748909476,1.1473490503706,0.455514806677677,1.53559148387956,-1.02876075929728
"10",-0.286246323814036,0.159846277764126,-0.0410839329266943,-0.049653987575226,0.546628910914588,-1.26967874205134,0.0410657128555426,0.364410474509935,0.144846937799496,0.617116403407485,1.39721756495945,0.455933319268726,-0.153277521098479,-0.287245462465426,-0.0989535116244237,0.451860107325423,-0.92069963929527,0.263026698176158,1.29282035566832,-0.772253692745965,1.04996669674845,-0.732160500081462,0.807590023804705,-0.865637688034431,-0.254866003513545,0.663709778280727,-0.248336363324431,-0.41082230300633,-0.293703269101904,-1.71428370401063
